"TestFormatRangeID","ActiveRange","TestFormatCode","PrimaryCode","ConditionalCode","ConditionalValue","Fasting","Sex","Age","AgeUnits","RangeDescription","PhoneRangeLow","PhoneRangeHigh","FlagRangeLow","FlagRangeHigh","AlertRangeLow","AlertRangeHigh","AuthorisationRangeLow","AuthorisationRangeHigh","DateValidFrom"
"224","True","MPF","True","","","False","","","","","","","","","","","","",""
"225","True","MSPE","True","","","False","","","","","","","","","","","","",""
"226","True","MALP","True","","","False","","","","","","","","","","","","",""
"227","True","MPR","True","","","False","","","","","","","","","","","","",""
"228","True","COUN","True","","","False","","","","","","","","","","","","",""
"229","True","PARA","True","","","False","","","","","","","","","","","","",""
"230","True","IFRC","True","","","False","","","","","","","","","","","","",""
"231","True","IFNO","True","","","False","","","","","","","","","","","","",""
"232","True","GF","True","","","False","","","","","","","","","","","","",""
"233","True","FLM1","True","","","False","","","","","","","","","","","","",""
"234","True","FLM2","True","","","False","","","","","","","","","","","","",""
"235","True","FLM3","True","","","False","","","","","","","","","","","","",""
"236","True","FSTA","True","","","False","","","","","","","","","","","","",""
"237","True","FREQ","True","","","False","","","","","","","","","","","","",""
"238","True","AFCC","True","","","False","","","","","","","","","","",".0000",".5000",""
"239","True","PEFC","True","","","False","","","","","","","","","","",".0000",".5000",""
"240","True","SFCC","True","","","False","","","","","","","","","","",".0000",".5000",""
"241","True","PLFC","True","","","False","","","","","","","","","","",".0000",".5000",""
"242","True","BMAR","True","","","False","","","","","","","","","","","","",""
"243","True","BMNO","True","","","False","","","","","","","","","","","","",""
"244","True","BMSI","True","","","False","","","","","","","","","","","","",""
"245","True","BMQU","True","","","False","","","","","","","","","","","","",""
"246","True","BMCE","True","","","False","","","","","","","","","","","","",""
"247","True","BMER","True","","","False","","","","","","","","","","","","",""
"248","True","BMMY","True","","","False","","","","","","","","","","","","",""
"249","True","BMME","True","","","False","","","","","","","","","","","","",""
"250","True","BMLY","True","","","False","","","","","","","","","","","","",""
"251","True","BMPL","True","","","False","","","","","","","","","","","","",""
"252","True","BMMG","True","","","False","","","","","","","","","","","","",""
"253","True","BMIR","True","","","False","","","","","","","","","","","","",""
"254","True","BMIP","True","","","False","","","","","","","","","","","","",""
"255","True","BMPE","True","","","False","","","","","","","","","","","","",""
"256","True","BMCO","True","","","False","","","","","","","","","","","","",""
"257","True","BMDR","True","","","False","","","","","","","","","","","","",""
"258","True","CYTO","True","","","False","","","","","","","","","","","","",""
"259","True","KFRB","True","","","False","","","","","","","","","","","","",""
"260","True","KRBC","True","","","False","","","","","","","","","","","","",""
"261","True","K%","True","","","False","","","","","","","","","","","","",""
"262","True","PT","True","@[095608]","WARF","False","","","","(10.0-60.0)","","","10.0000","65.0000","","",".0000","99999.0000",""
"263","True","PT","False","@[096408]","WARF","False","","","","(10.0-60.0)","","","10.0000","65.0000","","",".0000","99999.0000",""
"264","True","PT","False","@[024280]","WARF","False","","","","(10.0-60.0)","","","10.0000","65.0000","","",".0000","99999.0000",""
"265","True","PT","False","","","False","","","","(10.0-15.0)","","","10.0000","15.0000","","",".0000","99999.0000",""
"266","True","APTT","True","@[095608]","HEPA","False","","","","(25.0-170.0)","","","25.0000","170.0000","","",".0000","99999.0000",""
"267","True","APTT","False","@[096408]","HEPA","False","","","","(25.0-170.0)","","","25.0000","170.0000","","",".0000","99999.0000",""
"268","True","APTT","False","@[024280]","HEPA","False","","","","(25.0-170.0)","","","25.0000","170.0000","","",".0000","99999.0000",""
"269","True","APTT","False","","","False","","30","D","(27.0-50.0)","","","27.0000","50.0000","","","27.0000","50.0000",""
"270","True","APTT","False","","","False","","1","M","(25.0-46.0)","","","25.0000","46.0000","","","25.0000","46.0000",""
"271","True","APTT","False","","","False","","1","Y","(25.0-40.0)","","","25.0000","40.0000","","","25.0000","40.0000",""
"272","True","APTT","False","","","False","","120","Y","(25.0-38.0","","","25.0000","38.0000","","","25.0000","38.0000",""
"273","True","APTT","False","","","False","","","","(25.0-38.0)","","","25.0000","38.0000","","",".0000","99999.0000",""
"274","True","FIB","True","","","False","","30","D","(0.6-4.6)","","",".6000","4.6000","","",".6000","4.6000",""
"275","True","FIB","False","","","False","","1","M","(1.5-4.6)","","","1.5000","4.6000","","","1.5000","4.6000",""
"276","True","FIB","False","","","False","","1","Y","(1.5-4.6)","","","1.5000","4.6000","","","1.5000","4.6000",""
"277","True","FIB","False","","","False","","120","Y","(1.7-4.6)","","","1.7000","4.6000","","","1.7000","4.6000",""
"278","True","INR","True","@[095608]","WARF","False","","","","","","",".8000","4.9000","","",".8000","4.9000",""
"279","True","INR","False","@[096408]","WARF","False","","","","","","",".8000","4.9000","","",".8000","4.9000",""
"280","True","INR","False","@[024280]","WARF","False","","","","","","",".8000","4.9000","","",".8000","4.9000",""
"281","True","INR","False","","","False","","30","D","(0.9-1.5)","","",".9000","1.5000","","",".9000","1.5000",""
"282","True","INR","False","","","False","","1","M","(0.7-1.3)","","",".7000","1.3000","","",".7000","1.3000",""
"283","True","INR","False","","","False","","1","Y","(0.7-1.2)","","",".7000","1.2000","","",".7000","1.2000",""
"284","True","INR","False","","","False","","120","Y","(0.8-1.2)","","",".8000","1.2000","","",".8000","1.2000",""
"285","True","APTR","True","@[095608]","HEPA","False","","","","","","",".8000","4.9000","","",".8000","4.9000",""
"286","True","APTR","False","@[096408]","HEPA","False","","","","","","",".8000","4.9000","","",".8000","4.9000",""
"287","True","APTR","False","@[024280]","HEPA","False","","","","","","",".8000","4.9000","","",".8000","4.9000",""
"288","True","APTR","False","","","False","","30","D","(0.9-1.6)","","",".9000","1.6000","","",".8000","1.6000",""
"289","True","APTR","False","","","False","","1","M","(0.8-1.5)","","",".8000","1.5000","","",".8000","1.5000",""
"290","True","APTR","False","","","False","","1","Y","(0.8-1.3)","","",".8000","1.3000","","",".8000","1.3000",""
"291","True","APTR","False","","","False","","120","Y","(0.8-1.2)","","",".8000","1.2000","","",".8000","1.2000",""
"292","True","TT","True","","","False","","","","(12.0-16.0)","","","12.0000","16.0000","","","12.0000","16.0000",""
"293","True","TTR","True","","","False","","30","D","(0.8-1.5)","","",".8000","1.5000","","",".8000","1.5000",""
"294","True","TTR","False","","","False","","1","M","(0.8-1.2)","","",".8000","1.2000","","",".8000","1.2000",""
"295","True","TTR","False","","","False","","1","Y","(0.8-1.2)","","",".8000","1.2000","","",".8000","1.2000",""
"296","True","TTR","False","","","False","","120","Y","(0.8-1.2)","","",".8000","1.2000","","",".8000","1.2000",""
"297","True","PRST","True","","","False","","","","(12.0-16.0)","","","12.0000","16.0000","","","12.0000","16.0000",""
"298","True","PRSR","True","","","False","","30","D","(0.8-1.5)","","",".8000","1.5000","","",".8000","1.5000",""
"299","True","PRSR","False","","","False","","1","M","(0.8-1.2)","","",".8000","1.2000","","",".8000","1.2000",""
"300","True","PRSR","False","","","False","","1","Y","(0.8-1.2)","","",".8000","1.2000","","",".8000","1.2000",""
"301","True","PRSR","False","","","False","","120","Y","(0.8-1.2)","","",".8000","1.2000","","",".8000","1.2000",""
"302","True","RT","True","","","False","","","","(14.0-17.0)","","","14.0000","17.0000","","","14.0000","17.0000",""
"303","True","RTR","True","","","False","","","","(0.8-1.2)","","",".8000","1.2000","","",".8000","1.2000",""
"304","True","NPCO","True","","","False","","","","","","","","","","","","",""
"305","True","ECT","True","","","False","","","","(14.0-16.0)","","","","","","","14.0000","16.0000",""
"306","True","KCT","True","","","False","","","","","","","","","","","","",""
"307","True","PT50","True","","","False","","","","(0.8-1.2)","","","","","","",".8000","1.2000",""
"308","True","AP50","True","","","False","","","","(0.8-1.2)","","","","","","",".8000","1.2000",""
"309","True","PTP","True","","","False","","","","","","","","","","","","",""
"310","True","PTS","True","","","False","","","","","","","","","","","","",""
"311","True","PTA","True","","","False","","","","","","","","","","","","",""
"312","True","APTP","True","","","False","","","","","","","","","","","","",""
"313","True","APTS","True","","","False","","","","","","","","","","","","",""
"314","True","APTA","True","","","False","","","","","","","","","","","","",""
"315","True","F2","True","","","False","","","","(80-135)","","","80.0000","135.0000","","","80.0000","135.0000",""
"316","True","F5","True","","","False","","","","(88-142)","","","88.0000","142.0000","","","88.0000","142.0000",""
"317","True","F7","True","","","False","","","","(66-163)","","","66.0000","163.0000","","","66.0000","163.0000",""
"318","True","F8","True","","","False","","","","(50-150)","","","50.0000","150.0000","","","50.0000","150.0000",""
"319","True","F8IN","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"320","True","F8GM","True","","","False","","","","","","","","","","","","",""
"321","True","F9","True","","","False","","","","(55-163)","","","55.0000","163.0000","","","55.0000","163.0000",""
"322","True","F9CA","True","","","False","","","","(0.75-1.3)","","",".7500","1.3000","","",".7500","1.3000",""
"323","True","F9IN","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"324","True","F10","True","","","False","","","","(72-145)","","","72.0000","145.0000","","","72.0000","145.0000",""
"325","True","AXA","True","","","False","","","","","","","","","","","","",""
"326","True","F11","True","","","False","","","","(67-127)","","","67.0000","127.0000","","","67.0000","127.0000",""
"327","True","F11I","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"328","True","F12","True","","","False","","","","(52-164)","","","52.0000","164.0000","","","52.0000","164.0000",""
"329","True","F12I","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"330","True","F13","True","","","False","","","","(50-150)","","","50.0000","150.0000","","","50.0000","150.0000",""
"331","True","F13I","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"332","True","F13A","True","","","False","","","","(50-150)","","","50.0000","150.0000","","","50.0000","150.0000",""
"333","True","F13B","True","","","False","","","","(50-150)","","","50.0000","150.0000","","","50.0000","150.0000",""
"334","True","PKAL","True","","","False","","","","(50-150)","","","50.0000","150.0000","","","50.0000","150.0000",""
"335","True","HMWK","True","","","False","","","","(50-150)","","","50.0000","150.0000","","","50.0000","150.0000",""
"336","True","PMIN","True","","","False","","","","(80-120)","","","80.0000","120.0000","","","80.0000","120.0000",""
"337","True","ELT","True","","","False","","","","(90-300)","","","90.0000","300.0000","","","90.0000","300.0000",""
"338","True","TPAP","True","","","False","","","","(0.2-1.0)","","",".2000","1.0000","","",".2000","1.0000",""
"339","True","TPAO","True","","","False","","","","","","","","","","","","",""
"340","True","PAI","True","","","False","","","","(0-18)","","","","","","",".0000","18.0000",""
"341","True","CRET","True","","","False","","","","","","","","","","","","",""
"342","True","PELT","True","","","False","","","","","","","","","","","","",""
"343","True","A2AP","True","","","False","","","","(80-120)","","","80.0000","120.0000","","","80.0000","120.0000",""
"344","True","CIN","True","","","False","","","","(30)","","","","","","","","",""
"345","True","AINS","True","","","False","","","","(NEG/POS)","","","","","","","","",""
"346","True","DDIM","True","","","False","","","","(<230)","","",".0000","231.0000","","",".0000","9999.0000",""
"347","True","FDP","True","","","False","","","","(10)","","","","","","","","",""
"348","True","XDP","True","","","False","","","","(250)","","","","","","","","",""
"349","True","THS","True","","","False","","","","","","","","","","","","",""
"350","True","PC","True","","","False","","","","(70-150)","","","70.0000","150.0000","","","70.0000","150.0000",""
"351","True","PCI","True","","","False","","","","(70-150)","","","70.0000","150.0000","","","70.0000","150.0000",""
"352","True","PS","True","","","False","","","","(70-130)","","","70.0000","130.0000","","","70.0000","130.0000",""
"353","True","FPS","True","","","False","F","45","Y","(52-115)","","","52.0000","115.0000","","","52.0000","115.0000",""
"354","True","FPS","False","","","False","F","120","Y","(74-160)","","","74.0000","160.0000","","","74.0000","160.0000",""
"355","True","FPS","False","","","False","M","","","(70-160)","","","70.0000","160.0000","","","70.0000","160.0000",""
"356","True","FIBA","True","","","False","","","","(50-150)","","","50.0000","150.0000","","","50.0000","150.0000",""
"357","True","LAS","True","","","False","","","","","","","","","","","","",""
"358","True","APTM","True","","","False","","","","","","","","","","","","",""
"359","True","BETH","True","","","False","","","","","","","","","","","","",""
"360","True","BETP","True","","","False","","","","","","","","","","","","",""
"361","True","DRVC","True","","","False","","","","","","","","","","","","",""
"362","True","DRVT","True","","","False","","","","","","","","","","","","",""
"363","True","DRVV","True","","","False","","","","(0.8-1.2)","","",".8000","1.2000","","",".8000","1.2000",""
"364","True","PPLI","True","","","False","","","","","","","","","","","","",""
"365","True","F9AG","True","","","False","","","","","","","","","","","","",""
"366","True","F8VW","True","","","False","","","","(0.75-1.3)","","",".7500","1.3000","","",".7500","1.3000",""
"367","True","VWF","True","","","False","","","","(50-150)","","","50.0000","150.0000","","","50.0000","150.0000",""
"368","True","VWAG","True","","","False","","","","(50-150)","","","50.0000","150.0000","","","50.0000","150.0000",""
"369","True","VWAT","True","","","False","","","","(50-150)","","","50.0000","150.0000","","","50.0000","150.0000",""
"370","True","VWFC","True","","","False","","","","(50-175)","","","50.0000","175.0000","","","50.0000","175.0000",""
"371","True","VWFM","True","","","False","","","","","","","","","","","","",""
"372","True","VWRA","True","","","False","","","","(50-150)","","","50.0000","150.0000","","","50.0000","150.0000",""
"373","True","VWRR","True","","","False","","","","(>0.7)","","",".8000","99999.0000","","",".8000","99999.0000",""
"374","True","PNT","True","","","False","","","","","","","","","","","","",""
"375","True","ACA","True","","","False","","","","","","","","","","","","",""
"376","True","ACG","True","","","False","","","","(0-10)","","",".0000","10.0000","","",".0000","10.0000",""
"377","True","ACM","True","","","False","","","","(0-10)","","",".0000","10.0000","","",".0000","10.0000",""
"378","True","ACLG","True","","","False","","","","(0-9.9)","","",".0000","9.9000","","",".0000","9.9000",""
"379","True","ACLM","True","","","False","","","","(0-9.9)","","",".0000","9.9000","","",".0000","9.9000",""
"380","True","B2IG","True","","","False","","","","(0-10)","","",".0000","10.0000","","",".0000","10.0000",""
"381","True","B2IM","True","","","False","","","","(0-10)","","",".0000","10.0000","","",".0000","10.0000",""
"382","True","FVL","True","","","False","","","","","","","","","","","","",""
"383","True","PGM","True","","","False","","","","","","","","","","","","",""
"384","True","PRO","True","","","False","","","","","","","","","","","","",""
"385","True","AT3A","True","","","False","","","","(80-130)","","","80.0000","130.0000","","","80.0000","130.0000",""
"386","True","AT3F","True","","","False","","","","(80-130)","","","80.0000","130.0000","","","80.0000","130.0000",""
"387","True","APCR","True","","","False","","","","","","","","","","","","",""
"388","True","FMON","True","","","False","","","","","","","","","","","","",""
"389","True","INH","True","","","False","","","","(NEGATIVE)","","","","","","","","",""
"390","True","PF8I","True","","","False","","","","(NEGATIVE)","","","","","","","","",""
"391","True","BLT","True","","","False","","","","(<10 Minutes)","","",".0000","10.0000","","",".0000","10.0000",""
"392","True","WBCT","True","","","False","","","","(3-11.0)","","","3.0000","11.0000","","","3.0000","11.0000",""
"393","True","PLAG","True","","","False","","","","(NORMAL)","","","","","","","","",""
"394","True","ADP","True","","","False","","","","(NORMAL)","","","","","","","","",""
"395","True","COLL","True","","","False","","","","(NORMAL)","","","","","","","","",""
"396","True","RIST","True","","","False","","","","(50-100)","","","50.0000","100.0000","","","50.0000","100.0000",""
"397","True","ARAC","True","","","False","","","","(Normal)","","","","","","","","",""
"398","True","ADRE","True","","","False","","","","(Normal)","","","","","","","","",""
"399","True","PROS","True","","","False","","","","(Normal)","","","","","","","","",""
